ID,grade
18413,1
69261,1
13584,1
5095,1
84965,1
28144,1
48835,1
71481,1
44136,1
72891,1
92723,1
74784,1
43965,1
97297,1
84599,1
85683,1
35241,1
76976,1
82633,1
87006,1
46353,1
19467,1
61615,1
63053,1
4725,1
11431,1
28464,1
15938,1
29631,1
35828,1
54970,1
65138,1
8127,1
41371,1
72686,1
12919,1
35408,1
3780,1
33373,1
1432,1
28162,1
63020,1
53265,1
72314,1
50132,1
52423,1
85503,1
41632,1
78640,1
88008,1
35688,1
44035,1
36023,1
44508,1
7484,1
94297,1
36382,1
22762,1
50946,1
74345,1
56675,1
87105,1
60805,1
36401,1
99758,1
89448,1
2408,1
41901,1
33347,1
26399,1
36128,1
24595,1
70337,1
44679,1
51312,1
10557,1
13461,1
74620,1
369,1
83001,1
48830,1
43506,1
52310,1
82438,1
80331,1
33757,1
42552,1
88894,1
60246,1
48158,1
33442,1
2377,1
9301,1
1531,1
84351,1
17178,1
90221,1
94553,1
11710,1
41431,1
3596,1
71502,1
65951,1
52886,1
67204,1
20921,1
77349,1
75297,1
75875,1
1657,1
15014,1
46826,1
1712,1
93810,1
19832,1
69973,1
54089,1
16270,1
50436,1
91075,1
42287,1
63073,1
4720,1
44351,1
9653,1
47939,1
43856,1
39391,1
35759,1
92855,1
63361,1
94720,1
60279,1
98797,1
66656,1
68968,1
23929,1
95095,1
20832,1
43173,1
53850,1
71074,1
31381,1
90146,1
83732,1
62321,1
47810,1
78041,1
17245,1
9679,1
20575,1
15799,1
52988,1
61190,1
83890,1
59057,1
6866,1
87796,1
7170,1
77565,1
41910,1
38222,1
41249,1
84514,1
48269,1
89458,1
82584,1
79419,1
49543,1
24175,1
82286,1
15429,1
88243,1
8619,1
57187,1
54862,1
95484,1
22378,1
37640,1
85265,1
6474,1
92505,1
63651,1
39147,1
60244,1
16737,1
2314,1
34068,1
33060,1
43667,1
57701,1
38402,1
9285,1
75336,1
82128,1
12778,1
54640,1
22681,1
67925,1
20228,1
94259,1
69628,1
78357,1
88048,1
54434,1
70864,1
29079,1
19237,1
82511,1
96412,1
49364,1
59856,1
11441,1
73986,1
13424,1
40791,1
68503,1
99726,1
73316,1
54251,1
83267,1
48402,1
37899,1
48677,1
5056,1
93163,1
8153,1
20430,1
77421,1
55670,1
69752,1
42682,1
6534,1
73101,1
11145,1
93219,1
37928,1
63412,1
11666,1
3311,1
96915,1
74799,1
93464,1
31167,1
48471,1
88992,1
70324,1
25369,1
7303,1
94744,1
15567,1
70668,1
29976,1
23812,1
71158,1
7322,1
24375,1
93376,1
18256,1
95922,1
38230,1
6,1
48771,1
48513,1
11491,1
50660,1
787,1
96017,1
12382,1
18515,1
74512,1
16709,1
25426,1
98896,1
20017,1
28084,1
48943,1
12832,1
30815,1
3787,1
10677,1
94554,1
4083,1
45213,1
16636,1
60159,1
98639,1
20221,1
46652,1
99466,1
64568,1
80457,1
47095,1
12658,1
90289,1
67599,1
22524,1
53635,1
28939,1
35001,1
33142,1
37271,1
9441,1
21159,1
61670,1
43519,1
46848,1
19572,1
14944,1
6470,1
20596,1
19714,1
4589,1
52920,1
13679,1
87177,1
75758,1
86165,1
39528,1
45241,1
21136,1
22284,1
32296,1
56637,1
34585,1
12991,1
55717,1
12585,1
38351,1
78930,1
82173,1
2324,1
38128,1
70024,1
3473,1
17858,1
97530,1
14492,1
82863,1
49563,1
49733,1
87086,1
97372,1
11049,1
85351,1
27506,1
66891,1
10561,1
31701,1
93752,1
11715,1
88595,1
365,1
16718,1
3786,1
48037,1
71959,1
52844,1
89047,1
85560,1
86147,1
22322,1
47285,1
93318,1
32201,1
27845,1
99076,1
9099,1
52230,1
60435,1
80428,1
57713,1
84995,1
86538,1
25608,1
60252,1
75172,1
19341,1
16555,1
87678,1
80254,1
51647,1
76917,1
55656,1
33316,1
37537,1
60277,1
98149,1
41676,1
8598,1
93617,1
30084,1
3481,1
23405,1
12559,1
89791,1
43132,1
49179,1
93873,1
79859,1
816,1
61649,1
68759,1
18766,1
60824,1
70002,1
56528,1
31752,1
58622,1
35687,1
22262,1
67223,1
24191,1
76932,1
56438,1
3368,1
20762,1
74630,1
55773,1
14148,1
49384,1
12321,1
57994,1
97866,1
35142,1
69392,1
50188,1
84220,1
9069,1
30611,1
94740,1
31965,1
12869,1
47161,1
18232,1
87730,1
19720,1
49480,1
58103,1
99386,1
85246,1
57461,1
14518,1
43858,1
96018,1
41438,1
21677,1
73936,1
8920,1
63095,1
88804,1
61817,1
15018,1
23760,1
32376,1
17509,1
10260,1
55327,1
81275,1
6775,1
25800,1
54760,1
32640,1
20745,1
73904,1
51290,1
29542,1
20371,1
99760,1
25517,1
81092,1
86476,1
32980,1
23855,1
24695,1
94671,1
82767,1
22804,1
81735,1
80583,1
98939,1
77050,1
2896,1
44133,1
21858,1
26092,1
33527,1
90347,1
13080,1
51984,1
80000,1
59371,1
89368,1
27127,1
93458,1
27176,1
65145,1
63459,1
45239,1
41534,1
28397,1
8337,1
385,1
80102,1
99436,1
67183,1
57166,1
32198,1
32103,1
52183,1
41836,1
13865,1
97901,1
36206,1
27323,1
74821,1
78135,1
69604,1
98472,1
26392,1
47687,1
3358,1
40417,1
65797,1
95950,1
77957,1
91768,1
8807,1
78247,1
17277,1
82433,1
18485,1
8174,1
97571,1
82096,1
55757,1
90611,1
8296,1
96863,1
66361,1
31736,1
58441,1
81785,1
76244,1
99706,1
28524,1
31201,1
6063,1
35318,1
49702,1
98891,1
35285,1
41176,1
62193,1
70782,1
37632,1
77192,1
15842,1
50485,1
31895,1
79354,1
29100,1
48987,1
41850,1
18785,1
3437,1
44903,1
76387,1
89643,1
42407,1
63125,1
66256,1
58326,1
87939,1
90126,1
10309,1
34325,1
40667,1
28686,1
69831,1
94169,1
95773,1
41520,1
44276,1
65439,1
18557,1
72116,1
18224,1
31151,1
52762,1
34425,1
4836,1
37168,1
85078,1
62742,1
52216,1
10990,1
67097,1
73127,1
57780,1
77039,1
18829,1
98856,1
95631,1
55115,1
37680,1
93651,1
56267,1
94243,1
30565,1
2349,1
22917,1
63560,1
27030,1
11783,1
54517,1
3239,1
10879,1
72867,1
28636,1
2891,1
90725,1
32721,1
41157,1
22810,1
87118,1
62736,1
85042,1
13797,1
4800,1
21837,1
50752,1
10281,1
87989,1
17315,1
32760,1
37430,1
79886,1
8046,1
86355,1
93709,1
93648,1
72993,1
23153,1
85569,1
61657,1
7194,1
59049,1
88861,1
37723,1
69591,1
35940,1
9136,1
49759,1
51604,1
37539,1
45850,1
92553,1
21691,1
28720,1
68397,1
64601,1
19236,1
59644,1
77199,1
25233,1
88379,1
29953,1
19272,1
9555,1
80463,1
86916,1
37744,1
33361,1
40295,1
26820,1
97973,1
20654,1
44138,1
19923,1
67931,1
75695,1
8600,1
68837,1
12708,1
27907,1
76652,1
21328,1
98612,1
70242,1
98361,1
21420,1
9807,1
30599,1
45280,1
8990,1
16775,1
53162,1
28115,1
15531,1
57126,1
27679,1
84963,1
18819,1
16178,1
61355,1
69622,1
4449,1
3237,1
75965,1
44812,1
84457,1
43462,1
44409,1
89825,1
16131,1
73405,1
75727,1
25270,1
87864,1
60333,1
51865,1
67739,1
62204,1
75153,1
52013,1
44607,1
79412,1
99166,1
15310,1
42895,1
37840,1
79103,1
73648,1
78512,1
34806,1
66368,1
3221,1
32671,1
86037,1
46323,1
79097,1
16532,1
87106,1
38442,1
85227,1
10025,1
56241,1
81218,1
59290,1
89963,1
69227,1
59520,1
85756,1
89226,1
82885,1
13301,1
30851,1
43524,1
65740,1
90170,1
12482,1
10612,1
26866,1
6505,1
64645,1
96151,1
84986,1
37815,1
49728,1
36071,1
22021,1
35997,1
72338,1
33581,1
36127,1
63528,1
98792,1
33360,1
6033,1
49623,1
33984,1
66595,1
14417,1
38398,1
93921,1
92009,1
44021,1
41841,1
24499,1
5737,1
33263,1
49707,1
16069,1
63923,1
30217,1
20805,1
78672,1
51279,1
6795,1
99018,1
66470,1
91358,1
88027,1
90963,1
67000,1
61567,1
87370,1
1725,1
18816,1
78582,1
55356,1
85597,1
96411,1
14346,1
51952,1
86579,1
15446,1
98884,1
80795,1
56504,1
70585,1
53131,1
99943,1
22745,1
52949,1
2080,1
69206,1
19972,1
25471,1
98700,1
61031,1
87264,1
65781,1
24077,1
56994,1
94736,1
24089,1
15755,1
25,1
35680,1
77345,1
79433,1
72153,1
85287,1
98593,1
69998,1
87515,1
12414,1
52666,1
70482,1
76607,1
28783,1
75896,1
34019,1
43307,1
74154,1
25476,1
74041,1
80120,1
47677,1
74953,1
59327,1
49531,1
4363,1
918,1
4216,1
74200,1
56069,1
37411,1
77722,1
86894,1
23409,1
60727,1
95420,1
79357,1
88195,1
5935,1
32824,1
6490,1
10590,1
10725,1
47639,1
75456,1
97424,1
88169,1
70363,1
59986,1
30735,1
56836,1
57156,1
77080,1
91562,1
89613,1
4801,1
81552,1
30185,1
6680,1
22694,1
19420,1
68739,1
53952,1
58204,1
95959,1
11698,1
93613,1
92367,1
66558,1
93027,1
46342,1
18508,1
28606,1
6947,1
47156,1
37610,1
80864,1
62202,1
6753,1
11341,1
61602,1
20061,1
89495,1
18049,1
44433,1
72644,1
6703,1
60013,1
36182,1
57835,1
63945,1
97054,1
55046,1
2648,1
45195,1
54972,1
62482,1
52,1
96350,1
57904,1
11744,1
52585,1
53940,1
73639,1
57485,1
77433,1
65773,1
28386,1
29202,1
66168,1
70892,1
92514,1
14319,1
75023,1
68287,1
58752,1
58478,1
69061,1
48006,1
50805,1
17348,1
51418,1
91027,1
2463,1
17554,1
79592,1
72222,1
38254,1
69674,1
4992,1
36769,1
95035,1
18135,1
82601,1
28275,1
60917,1
63019,1
5081,1
45131,1
4490,1
47809,1
88366,1
81950,1
75936,1
69222,1
96532,1
92982,1
20660,1
91148,1
80735,1
89008,1
33093,1
613,1
71385,1
91515,1
47499,1
44770,1
66971,1
24267,1
66896,1
24912,1
88431,1
42967,1
7794,1
65947,1
78373,1
43093,1
76236,1
51701,1
71415,1
61815,1
49306,1
22701,1
29404,1
98857,1
64040,1
60955,1
8258,1
78321,1
93470,1
93819,1
47756,1
92851,1
94342,1
38514,1
86426,1
8854,1
21478,1
31056,1
97053,1
3729,1
33623,1
47893,1
46452,1
13518,1
63390,1
17370,1
45018,1
69909,1
3398,1
83191,1
64384,1
76261,1
34545,1
66975,1
12734,1
75548,1
53172,1
28848,1
80557,1
73406,1
24637,1
30983,1
56777,1
79761,1
37153,1
46181,1
92376,1
26,1
15682,1
98656,1
56965,1
56206,1
60800,1
8364,1
50747,1
45740,1
79286,1
74241,1
28483,1
61323,1
94467,1
43566,1
43794,1
15109,1
95327,1
9698,1
83624,1
91096,1
49292,1
14258,1
3126,1
13426,1
53392,1
31933,1
47745,1
94500,1
20150,1
67419,1
2055,1
8963,1
83827,1
68148,1
48855,1
93989,1
55127,1
62751,1
61785,1
90026,1
98467,1
14263,1
60834,1
12806,1
75033,1
9925,1
64867,1
71159,1
76542,1
70221,1
60305,1
78606,1
5061,1
28015,1
22329,1
4644,1
90740,1
60685,1
54364,1
7016,1
58757,1
52089,1
43784,1
61717,1
14844,1
61395,1
7647,1
74433,1
79849,1
35487,1
21694,1
76057,1
19996,1
92765,1
82222,1
86780,1
23387,1
7864,1
14136,1
1879,1
23219,1
22647,1
89554,1
6651,1
54062,1
26191,1
33579,1
50759,1
63734,1
50050,1
57379,1
54688,1
50598,1
98117,1
51539,1
21648,1
70397,1
16683,1
28113,1
28592,1
14318,1
10436,1
76498,1
9837,1
48228,1
79920,1
28539,1
17433,1
1155,1
51597,1
53694,1
78021,1
69513,1
24624,1
81062,1
41049,1
17851,1
97177,1
33517,1
15548,1
96125,1
39213,1
87998,1
11682,1
83005,1
50255,1
81997,1
9613,1
68802,1
51278,1
72356,1
97739,1
40124,1
14069,1
55222,1
75746,1
71704,1
66449,1
39065,1
2636,1
67984,1
38600,1
5423,1
43904,1
72677,1
11898,1
698,1
3942,1
2805,1
61764,1
65730,1
85829,1
92141,1
85008,1
39337,1
1353,1
64524,1
95286,1
37630,1
26110,1
13375,1
54492,1
18137,1
92822,1
95721,1
91469,1
31242,1
23676,1
4414,1
81876,1
6259,1
13963,1
44538,1
8384,1
8393,1
59918,1
48280,1
10509,1
64932,1
44031,1
98053,1
62974,1
38837,1
55533,1
72897,1
574,1
15789,1
43606,1
25833,1
29385,1
41664,1
43737,1
59933,1
6062,1
50944,1
74795,1
24423,1
932,1
27462,1
47548,1
22707,1
97743,1
11005,1
7338,1
5390,1
35354,1
80394,1
53703,1
72828,1
11579,1
57101,1
26827,1
48007,1
48300,1
67543,1
23602,1
78029,1
82413,1
38749,1
82060,1
36166,1
66333,1
96860,1
92864,1
50690,1
75257,1
89189,1
44755,1
62177,1
90316,1
61029,1
36299,1
19032,1
97947,1
4661,1
43725,1
25016,1
92207,1
25422,1
67190,1
80333,1
47045,1
24872,1
51542,1
68000,1
88058,1
16791,1
69083,1
1514,1
79042,1
57798,1
87156,1
85420,1
28806,1
59046,1
91958,1
47560,1
83462,1
47688,1
879,1
44302,1
64045,1
66950,1
64461,1
13962,1
79303,1
57110,1
87905,1
87851,1
79673,1
78056,1
75484,1
47423,1
66012,1
49064,1
62298,1
78708,1
7773,1
64236,1
43239,1
21249,1
86100,1
32000,1
84288,1
70028,1
97502,1
43498,1
9960,1
52566,1
96970,1
33192,1
52074,1
93531,1
95967,1
99298,1
4517,1
81131,1
73837,1
66771,1
52262,1
54800,1
29000,1
6484,1
66596,1
22514,1
22127,1
69753,1
57709,1
98119,1
91173,1
91249,1
44365,1
1194,1
39400,1
68283,1
89911,1
36287,1
66097,1
4341,1
81396,1
82607,1
1336,1
28225,1
56615,1
55303,1
39500,1
42939,1
1591,1
57438,1
59841,1
51708,1
33225,1
25722,1
86340,1
75692,1
19711,1
46852,1
9949,1
88745,1
74158,1
86051,1
95025,1
56898,1
48630,1
42543,1
13201,1
43872,1
51475,1
17803,1
21781,1
32870,1
8888,1
375,1
2008,1
6469,1
83576,1
97558,1
53966,1
95208,1
56669,1
97810,1
89377,1
17387,1
18101,1
24037,1
53775,1
98416,1
36051,1
16065,1
20342,1
55866,1
8771,1
32120,1
93636,1
65902,1
55750,1
8022,1
62578,1
7191,1
73785,1
85460,1
48486,1
46377,1
84737,1
88607,1
4124,1
36331,1
5976,1
32661,1
92089,1
83488,1
33125,1
12124,1
61235,1
31437,1
61852,1
44329,1
79519,1
44372,1
96747,1
21131,1
20169,1
57360,1
54243,1
89681,1
91803,1
9509,1
88390,1
78310,1
73219,1
47086,1
1319,1
95269,1
67661,1
13085,1
19330,1
36543,1
72560,1
38509,1
37459,1
63538,1
36242,1
33751,1
26730,1
59128,1
7576,1
67937,1
8851,1
47535,1
51082,1
45830,1
27560,1
46077,1
72110,1
99756,1
50882,1
52266,1
50987,1
67950,1
4446,1
41325,1
36062,1
24846,1
29973,1
75395,1
71613,1
68531,1
5701,1
73118,1
8154,1
12992,1
33849,1
14360,1
63484,1
32806,1
45188,1
61406,1
6835,1
13996,1
81161,1
16883,1
63611,1
87759,1
60365,1
40756,1
3593,1
42571,1
64387,1
33111,1
98945,1
97462,1
34328,1
28572,1
94036,1
83131,1
15635,1
54007,1
66817,1
88604,1
37298,1
39871,1
39067,1
801,1
20629,1
86158,1
20768,1
53318,1
17490,1
13105,1
54386,1
63221,1
40649,1
42080,1
18228,1
4439,1
45522,1
20802,1
23604,1
30033,1
68346,1
49348,1
48439,1
29621,1
34811,1
51894,1
2245,1
69124,1
47344,1
71387,1
70360,1
87054,1
93733,1
35846,1
51962,1
56226,1
20334,1
93668,1
95452,1
6271,1
34197,1
12243,1
6903,1
21685,1
40239,1
18770,1
92358,1
55288,1
32262,1
49791,1
9045,1
29189,1
88970,1
93537,1
3613,1
68469,1
26267,1
63748,1
10995,1
20936,1
1448,1
46971,1
41185,1
67625,1
27404,1
59324,1
46847,1
42015,1
93845,1
24383,1
77594,1
23184,1
82445,1
24466,1
46416,1
92156,1
98151,1
39429,1
93303,1
75529,1
54207,1
90152,1
76864,1
17674,1
74508,1
73152,1
77412,1
71037,1
77548,1
21532,1
45050,1
47157,1
51522,1
17896,1
40940,1
55440,1
8243,1
33022,1
24705,1
3858,1
74550,1
92739,1
72482,1
83181,1
53132,1
41818,1
69494,1
82004,1
54409,1
34802,1
16208,1
39334,1
98138,1
43772,1
76268,1
89424,1
58209,1
4356,1
86846,1
61375,1
90779,1
43126,1
19676,1
45323,1
70072,1
13833,1
95925,1
20810,1
22078,1
90303,1
42073,1
74991,1
26683,1
74556,1
17835,1
2067,1
26717,1
56832,1
54696,1
65812,1
61856,1
83652,1
10429,1
71950,1
18477,1
76315,1
16978,1
57576,1
60064,1
79788,1
28528,1
22504,1
51136,1
5723,1
65362,1
5749,1
45746,1
54570,1
49508,1
65380,1
68663,1
30374,1
26408,1
13947,1
6016,1
28230,1
65091,1
19421,1
33794,1
54718,1
85513,1
47349,1
16279,1
18367,1
57813,1
51206,1
23848,1
43249,1
21242,1
97559,1
49800,1
79166,1
80234,1
33108,1
74828,1
27531,1
73479,1
26685,1
19325,1
52536,1
12174,1
9596,1
87761,1
47277,1
3108,1
28314,1
4127,1
67391,1
69421,1
69611,1
8834,1
33520,1
64485,1
63962,1
30777,1
41966,1
36872,1
42583,1
53762,1
37121,1
68506,1
56122,1
97282,1
98122,1
93011,1
41596,1
30856,1
22401,1
12221,1
3909,1
77544,1
39470,1
17593,1
26933,1
88755,1
46498,1
72720,1
51420,1
46135,1
49148,1
7580,1
86431,1
46835,1
79211,1
33714,1
93070,1
38146,1
67855,1
21406,1
77242,1
35226,1
34365,1
96167,1
71590,1
9858,1
33542,1
63647,1
19573,1
97489,1
44422,1
80436,1
47710,1
57184,1
89902,1
2319,1
53211,1
4128,1
87087,1
88015,1
866,1
61697,1
38249,1
58633,1
52243,1
96533,1
36205,1
90011,1
98012,1
18497,1
77622,1
28974,1
21869,1
14270,1
62465,1
99669,1
41150,1
82545,1
4022,1
17676,1
31946,1
96993,1
63562,1
26086,1
57938,1
17174,1
56912,1
81885,1
77153,1
47475,1
56901,1
61587,1
4292,1
97593,1
91779,1
54820,1
7244,1
50910,1
28002,1
71228,1
66784,1
32430,1
23195,1
72622,1
54995,1
79775,1
25897,1
95740,1
46588,1
10069,1
45095,1
73520,1
22433,1
27005,1
35311,1
11902,1
86519,1
98488,1
5877,1
13438,1
74609,1
6611,1
16951,1
89318,1
23535,1
84390,1
87744,1
15011,1
6543,1
88681,1
34746,1
6472,1
63787,1
21830,1
90863,1
4419,1
9565,1
88304,1
65570,1
83793,1
83551,1
28990,1
43576,1
5762,1
66545,1
38951,1
9351,1
48094,1
29528,1
88116,1
30699,1
62456,1
58705,1
63641,1
7466,1
22212,1
64297,1
27595,1
48183,1
59153,1
70133,1
76488,1
31013,1
77970,1
83766,1
34218,1
25532,1
22342,1
81219,1
8329,1
98413,1
28858,1
41455,1
382,1
62617,1
97562,1
31474,1
6595,1
60411,1
83610,1
3946,1
67416,1
9692,1
22275,1
77416,1
47478,1
98777,1
61372,1
12009,1
67885,1
13150,1
19971,1
80004,1
8749,1
60383,1
31122,1
82818,1
75391,1
78343,1
56689,1
83230,1
77200,1
95051,1
21806,1
58915,1
69520,1
35155,1
96157,1
22348,1
48949,1
44791,1
85139,1
51644,1
82235,1
66914,1
38663,1
3243,1
89662,1
70326,1
20035,1
51149,1
19307,1
52057,1
38968,1
64359,1
81660,1
46357,1
3241,1
79100,1
47896,1
79870,1
32165,1
88011,1
13234,1
55113,1
62227,1
41186,1
11412,1
38491,1
70437,1
85146,1
14870,1
86854,1
21983,1
17416,1
78258,1
89517,1
10539,1
38344,1
18647,1
47675,1
33736,1
65028,1
84684,1
20089,1
34327,1
42562,1
46946,1
43736,1
77760,1
74592,1
94364,1
41081,1
1751,1
97541,1
97073,1
73530,1
64346,1
69766,1
84620,1
65023,1
54695,1
30256,1
19072,1
35368,1
27922,1
5517,1
10699,1
92528,1
64865,1
32453,1
15532,1
46282,1
87581,1
68551,1
98342,1
57282,1
17860,1
16432,1
30630,1
7957,1
76226,1
19250,1
67733,1
46003,1
95761,1
41329,1
30744,1
62186,1
66662,1
12807,1
32338,1
81029,1
29927,1
34434,1
74047,1
9246,1
97454,1
99533,1
1602,1
17983,1
49937,1
56,1
17252,1
46950,1
85611,1
61912,1
60248,1
54199,1
1481,1
20457,1
16795,1
61070,1
71021,1
85600,1
8320,1
95981,1
99951,1
37286,1
91935,1
21438,1
6051,1
94340,1
95466,1
64416,1
57357,1
96528,1
75305,1
42290,1
2201,1
1057,1
58777,1
9333,1
92966,1
69997,1
95295,1
60676,1
93078,1
59162,1
2749,1
26860,1
9768,1
56531,1
68946,1
66644,1
41331,1
14974,1
94872,1
88649,1
69441,1
59310,1
53412,1
32693,1
40106,1
21635,1
82585,1
47527,1
4953,1
54025,1
47572,1
187,1
8091,1
1623,1
51482,1
25251,1
10563,1
7989,1
36755,1
57568,1
89577,1
85744,1
67033,1
54079,1
77428,1
24896,1
464,1
60245,1
91302,1
98630,1
29560,1
43183,1
64554,1
57952,1
10744,1
43072,1
99075,1
54811,1
34905,1
49581,1
30749,1
9461,1
24492,1
40104,1
80944,1
10152,1
82704,1
